product_id,product_name,category_id,price,stock_quantity,brand,rating
477,Backpack 477,1,51077.33,385,Samsung,3.6
478,LED Monitor 478,3,9389.11,802,Boat,3.7
479,Smart Watch 479,8,76850.95,960,Puma,4.3
480,Wireless Mouse 480,5,46085.92,511,Philips,4.4
481,Wireless Mouse 481,11,72831.39,534,Sony,4.3
482,Running Shoes 482,1,98358.7,229,Dell,3.2
483,Protein Powder 483,4,21645.19,412,Apple,3.2
484,Novel Book 484,2,42912.6,205,LG,4.3
485,Coffee Maker 485,3,87125.2,170,Sony,4.2
486,Protein Powder 486,1,77509.77,575,Nike,4.6
487,Gaming Keyboard 487,12,25972.95,963,Samsung,3.2
488,Cookware Set 488,11,91512.4,232,Puma,4.1
489,Hair Dryer 489,5,616.1,921,Sony,4.8
490,Air Fryer 490,9,67872.54,904,Nike,4.2
491,Yoga Mat 491,7,3835.99,555,Puma,4.4
492,Gaming Keyboard 492,11,68821.68,599,Dell,3.5
